No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
15,,李博,5,■,■,■,■,■,6,1,0,16.7,0.20,0,0,0,-,1,0.20,15,0,3,8,8.3,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,東レアローズ,堺ブレイザーズ,篠田歩,阿部裕太,3,2,5,Win,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Home
19,,梅野聡,5,■,■,■,■,■,1,1,0,100.0,0.20,0,0,0,-,0,-,20,1,1,10,16.2,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,東レアローズ,堺ブレイザーズ,篠田歩,阿部裕太,3,2,5,Win,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Home
21,,藤井直伸,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,東レアローズ,堺ブレイザーズ,篠田歩,阿部裕太,3,2,5,Win,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Home
22,L,井手智,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,11.0,1.0,67.6,104,2019-10-26,2019,10,26,,島原市復興アリーナ,東レアローズ,堺ブレイザーズ,篠田歩,阿部裕太,3,2,5,Win,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Home
1,,松本慶彦,5,■,■,■,■,■,10,5,0,50.0,1.00,0,0,0,-,1,0.20,13,0,1,2,1.9,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
2,,樋口裕希,5,■,■,■,■,■,38,14,3,36.8,2.80,12,5,0,41.7,1,0.20,19,0,6,2,-5.3,32,10.0,7.0,42.2,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
4,,高野直哉,4,,□,□,□,■,6,1,1,16.7,0.25,2,1,1,50.0,4,1.00,7,0,3,1,-7.1,15,3.0,3.0,30.0,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
6,,山崎貴矢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
7,,出耒田敬,5,■,■,■,■,■,11,5,0,45.5,1.00,0,0,0,-,4,0.80,18,0,4,4,0.0,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
8,,佐川翔,1,,,,,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
9,,モーリストーレス,5,■,■,■,■,■,35,16,2,45.7,3.20,12,7,1,58.3,2,0.40,23,0,6,8,2.2,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
10,,千々木駿介,4,■,■,■,■,,10,7,1,70.0,1.75,4,3,1,75.0,1,0.25,6,0,1,2,4.2,16,1.0,6.0,25.0,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
11,,関田誠大,5,■,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,3,0.60,14,0,3,4,1.8,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
12,,小池勇輝,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
14,,山口頌平,1,,,,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
16,L,今富稜介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
20,L,山本智大,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,3.0,7.0,43.3,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
23,,鵜野幸也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2019-10-26,2019,10,26,,島原市復興アリーナ,堺ブレイザーズ,東レアローズ,ｺﾞｰﾀﾞﾝﾒｲﾌｫｰｽ,坂梨朋彦,2,3,5,Lose,104,104,131,12:00,14:23,1520,小柴滋,山本晋五,林淳一,藤嵜敏将,Away
1,,山田脩造,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
2,,山近哲,2,,□,■,,,6,1,2,16.7,0.50,0,0,0,-,0,-,5,0,1,1,0.0,1,0.0,1.0,50.0,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
4,,内山正平,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,13,0,0,2,3.8,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
6,,近裕崇,2,■,■,,,,4,2,0,50.0,1.00,0,0,0,-,0,-,5,0,1,2,5.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
7,,白岩直也,2,■,■,,,,8,4,0,50.0,2.00,0,0,0,-,0,-,6,0,0,2,8.3,13,8.0,3.0,73.1,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
10,L,古賀幸一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,8.0,3.0,79.2,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
11,,傳田亮太,3,■,■,□,,,6,2,0,33.3,0.67,0,0,0,-,0,-,5,0,1,0,-5.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
12,,高松卓矢,3,■,■,■,,,25,14,1,56.0,4.67,6,3,0,50.0,0,-,7,0,2,3,3.6,22,11.0,7.0,65.9,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
14,,椿山竜介,2,□,□,,,,1,0,0,0.0,-,0,0,0,-,1,0.50,2,0,1,1,0.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
16,,ガスパリーニミティア,3,■,■,■,,,26,12,1,46.2,4.00,9,3,1,33.3,0,-,12,1,2,6,16.7,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
21,,永露元稀,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
22,,高梨健太,1,,,■,,,6,3,0,50.0,3.00,1,0,0,0.0,1,1.00,4,0,2,1,-6.2,8,4.0,3.0,68.8,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
24,L,小川智大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
25,,劉鴻杰,3,□,□,■,,,4,2,0,50.0,0.67,0,0,0,-,2,0.67,5,0,0,1,5.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,ウルフドッグス名古屋,サントリーサンバーズ,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,66,76,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Home
1,L,鶴田大樹,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,4.0,0.0,80.0,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
3,,小野遥輝,1,,□,,,,1,1,0,100.0,1.00,0,0,0,-,1,1.00,1,0,1,0,-25.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
6,,季道帥,3,■,■,■,,,17,10,0,58.8,3.33,5,3,0,60.0,1,0.33,10,0,3,2,-2.5,17,6.0,4.0,47.1,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
7,,山本湧,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
9,,大宅真樹,3,■,■,■,,,1,0,0,0.0,-,1,0,0,0.0,0,-,10,0,3,1,-5.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
10,,藤中謙也,3,■,■,■,,,16,7,1,43.8,2.33,2,2,0,100.0,0,-,17,2,1,1,11.8,31,11.0,11.0,53.2,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
11,,秦耕介,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
12,,塩田達也,3,■,■,■,,,9,5,1,55.6,1.67,0,0,0,-,2,0.67,13,0,2,3,1.9,2,0.0,1.0,25.0,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
13,,ムセルスキードミトリー,3,■,■,■,,,32,18,0,56.2,6.00,11,6,0,54.5,1,0.33,11,1,4,0,0.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
14,,加藤久典,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
15,,喜入祥充,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
17,,星谷健太朗,3,■,■,■,,,4,3,0,75.0,1.00,0,0,0,-,5,1.67,9,0,0,0,0.0,1,1.0,0.0,100.0,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
18,,小川猛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
19,,栗山雅史,1,,□,,,,1,1,0,100.0,1.00,1,1,0,100.0,0,-,1,0,0,0,0.0,0,0.0,0.0,-,102,2019-10-26,2019,10,26,,武田テバオーシャンアリーナ,サントリーサンバーズ,ウルフドッグス名古屋,荻野正二,山村宏太,3,0,3,Win,76,66,83,13:05,14:34,2400,廣田修二,村中伸,原啓之,田中栄二,Away
1,,ストレジェクパトリック,3,■,■,■,,,28,13,4,46.4,4.33,13,4,3,30.8,0,-,10,1,3,4,12.5,1,1.0,0.0,100.0,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
2,,須貝祐介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
3,,田上佑作,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
5,,笠利真吾,2,□,,□,,,3,2,0,66.7,1.00,0,0,0,-,0,-,3,0,2,1,-8.3,8,4.0,2.0,62.5,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
7,,栗木勇,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
9,,池田幸太,3,■,■,■,,,23,9,3,39.1,3.00,4,1,2,25.0,1,0.33,11,1,5,4,6.8,15,7.0,3.0,56.7,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
12,L,山本憲吾,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,4.0,2.0,62.5,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
13,,椿芽久,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,16,0,3,3,0.0,0,0.0,0.0,-,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
14,,矢貫龍馬,3,■,■,■,,,12,3,0,25.0,1.00,0,0,0,-,4,1.33,9,0,1,0,-2.8,4,2.0,0.0,50.0,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
16,,森崎健史,3,■,■,■,,,6,3,1,50.0,1.00,0,0,0,-,0,-,7,0,2,1,-3.6,0,0.0,0.0,-,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
17,,松村文斗,3,■,■,■,,,10,1,2,10.0,0.33,0,0,0,-,0,-,5,0,3,1,-10.0,21,8.0,7.0,54.8,101,2019-10-26,2019,10,26,長野県,松本市総合体育館,VC長野トライデンツ,パナソニックパンサーズ,ｱｰﾏﾂﾏｻｼﾞｪﾃﾞｨ,宮澤武吉,0,3,3,Lose,59,75,82,14:00,15:35,1930,勝又正,森口豊,岡谷仁,内藤義人,Home
