名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
平原果歩,ルートインホテルズブリリアントアリーズ,11,4,5,1,5,3,1,0,33.3,33.3,0,0,0,0,7,0,0,2,1,1,0,1,,0.2,0.0,7.1,100.0
平野七菜,ルートインホテルズブリリアントアリーズ,15,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸部真由香,KUROBEアクアフェアリーズ,15,5,4,1,4,16,5,0,31.2,31.2,0,0,0,4,4,0,0,1,0,0,0,9,,1.25,1.0,6.2,
新井祥,群馬銀行グリーンウイングス,10,3,6,0,9,27,9,1,33.3,29.6,3,1,0,0,33,1,2,6,77,27,20,10,33.3,1.0,0.0,6.1,48.1
星加輝,KUROBEアクアフェアリーズ,16,3,1,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
村山美佳,ルートインホテルズブリリアントアリーズ,14,4,5,1,9,96,33,4,34.4,30.2,19,7,1,0,20,1,3,5,2,0,1,34,36.8,3.67,0.0,7.5,25.0
松尾奈津子,群馬銀行グリーンウイングス,15,3,6,0,2,1,1,0,100.0,100.0,0,0,0,0,7,0,1,3,0,0,0,1,,0.5,0.0,7.1,
栗栖留生,群馬銀行グリーンウイングス,14,3,6,0,9,0,0,0,,,0,0,0,0,0,0,0,0,36,11,18,0,,0.0,0.0,,55.6
梅津憂理,KUROBEアクアフェアリーズ,13,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
横田実穂,ルートインホテルズブリリアントアリーズ,16,4,5,1,9,13,5,0,38.5,38.5,0,0,0,2,28,1,2,9,1,0,0,8,,0.56,0.22,9.8,0.0
櫻井美樹,ヴィクトリーナ姫路,2,6,3,2,9,3,1,0,33.3,33.3,0,0,0,0,25,0,2,5,0,0,0,1,,0.11,0.0,3.0,
水谷真友,ルートインホテルズブリリアントアリーズ,3,4,5,1,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
浮島杏加子,KUROBEアクアフェアリーズ,12,5,4,1,5,27,14,1,51.9,48.1,0,0,0,0,0,0,0,0,0,0,0,14,,2.8,0.0,,
清水愛,群馬銀行グリーンウイングス,13,3,6,0,2,2,0,1,0.0,-50.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.5,,
清田萌,ヴィクトリーナ姫路,17,6,3,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
渡邉かや,ヴィクトリーナ姫路,21,6,3,2,2,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,0,,0.0,0.0,,0.0
田中咲希,ヴィクトリーナ姫路,13,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中瑠奈,群馬銀行グリーンウイングス,5,3,6,0,9,90,32,7,35.6,27.8,21,6,4,0,34,1,2,15,54,20,21,33,28.6,3.56,0.0,12.5,56.5
田中美紅,ルートインホテルズブリリアントアリーズ,13,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
福本眸,KUROBEアクアフェアリーズ,19,5,4,1,8,0,0,0,,,0,0,0,0,0,0,0,0,30,11,10,0,,0.0,0.0,,53.3
立石優華,KUROBEアクアフェアリーズ,9,5,4,1,6,0,0,0,,,0,0,0,0,0,0,0,0,17,6,4,0,,0.0,0.0,,47.1
細沼綾,KUROBEアクアフェアリーズ,10,5,4,1,9,25,12,0,48.0,48.0,0,0,0,1,20,0,1,12,1,0,1,13,,1.33,0.11,13.8,50.0
花井萌里,ヴィクトリーナ姫路,4,6,3,2,9,0,0,0,,,0,0,0,0,0,0,0,0,34,13,8,0,,0.0,0.0,,50.0
菊地実結,群馬銀行グリーンウイングス,3,3,6,0,9,50,16,4,32.0,24.0,0,0,0,1,32,1,0,13,0,0,0,18,,1.78,0.11,13.3,
菊池杏菜,KUROBEアクアフェアリーズ,5,5,4,1,5,0,0,0,,,0,0,0,0,9,0,0,5,0,0,0,0,,0.0,0.0,13.9,
藤井寧々,群馬銀行グリーンウイングス,9,3,6,0,8,4,1,0,25.0,25.0,0,0,0,1,8,0,2,4,6,1,0,2,,0.12,0.12,6.2,16.7
藤原愛,群馬銀行グリーンウイングス,18,3,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤岡智恵美,ルートインホテルズブリリアントアリーズ,2,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
貞包里穂,ヴィクトリーナ姫路,1,6,3,2,5,38,11,4,28.9,18.4,4,0,0,1,21,0,0,7,11,3,2,12,0.0,2.2,0.2,8.3,36.4
道下ひなの,KUROBEアクアフェアリーズ,8,5,4,1,5,22,5,3,22.7,9.1,0,0,0,2,18,0,2,7,0,0,0,7,,1.0,0.4,6.9,
野上菜月,ルートインホテルズブリリアントアリーズ,9,4,5,1,9,0,0,0,,,0,0,0,0,0,0,0,0,43,13,6,0,,0.0,0.0,,37.2
野嶋華鈴,ルートインホテルズブリリアントアリーズ,10,4,5,1,7,3,2,0,66.7,66.7,3,2,0,0,11,0,0,3,17,6,4,2,66.7,0.29,0.0,6.8,47.1
金杉由香,KUROBEアクアフェアリーズ,4,5,4,1,9,65,13,8,20.0,7.7,4,1,1,3,24,1,2,8,63,23,14,17,25.0,1.44,0.33,10.4,47.6
金田莉実,ヴィクトリーナ姫路,22,6,3,2,8,0,0,0,,,0,0,0,0,15,1,0,7,0,0,0,1,,0.0,0.0,18.3,
長野有紗,ヴィクトリーナ姫路,5,6,3,2,9,27,15,1,55.6,51.9,0,0,0,5,23,1,5,5,1,0,1,21,,1.67,0.56,4.3,50.0
高橋愛未,ルートインホテルズブリリアントアリーズ,5,4,5,1,9,66,20,8,30.3,18.2,3,3,0,0,39,0,1,11,47,15,12,20,100.0,2.22,0.0,6.4,44.7
