名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
勝呂詩保,2021-10,GSS東京サンビームズ,17,2,6,0,5,26,10,2,38.5,30.8,2,2,0,0,6,0,0,2,14,7,3,10,100.0,2.0,0.0,8.3,60.7
勝呂詩保,2021-11,GSS東京サンビームズ,17,11,6,3,5,10,4,0,40.0,40.0,0,0,0,1,0,0,0,0,8,4,0,5,,0.8,0.2,,50.0
勝呂詩保,2021-12,GSS東京サンビームズ,17,1,6,0,4,13,4,4,30.8,0.0,1,1,0,0,5,0,0,2,7,0,1,4,100.0,1.0,0.0,10.0,7.1
勝呂詩保,2022-01,GSS東京サンビームズ,17,0,3,0,3,27,10,6,37.0,14.8,2,0,1,0,8,0,1,1,13,4,4,10,0.0,3.33,0.0,0.0,46.2
勝見咲子,2021-10,GSS東京サンビームズ,6,2,6,0,6,55,11,7,20.0,7.3,5,3,1,1,21,1,0,4,21,4,8,13,60.0,1.83,0.17,9.5,38.1
勝見咲子,2021-11,GSS東京サンビームズ,6,11,6,3,15,189,49,9,25.9,21.2,12,2,3,7,46,0,3,14,58,27,8,56,16.7,3.27,0.47,6.0,53.4
勝見咲子,2022-01,GSS東京サンビームズ,6,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
原田栞里,2021-10,プレステージ・インターナショナルアランマーレ,13,6,0,2,6,49,19,4,38.8,30.6,6,3,0,4,20,0,2,9,37,13,10,23,50.0,3.17,0.67,8.8,48.6
原田栞里,2021-11,プレステージ・インターナショナルアランマーレ,13,10,5,3,15,145,45,9,31.0,24.8,7,0,0,8,56,1,2,11,89,42,14,54,0.0,3.0,0.53,5.8,55.1
原田栞里,2021-12,プレステージ・インターナショナルアランマーレ,13,6,0,2,5,34,9,1,26.5,23.5,1,1,0,0,7,1,0,2,23,8,5,10,100.0,1.8,0.0,21.4,45.7
原田栞里,2022-01,プレステージ・インターナショナルアランマーレ,13,12,7,3,13,71,24,5,33.8,26.8,3,1,0,1,32,0,2,9,51,14,13,25,33.3,1.85,0.08,5.5,40.2
原田栞里,2022-02,プレステージ・インターナショナルアランマーレ,13,3,1,1,4,23,9,0,39.1,39.1,3,0,0,3,14,0,2,4,28,5,12,12,0.0,2.25,0.75,3.6,39.3
及川佑加,2021-10,GSS東京サンビームズ,18,2,3,0,2,7,4,0,57.1,57.1,0,0,0,0,8,1,1,2,0,0,0,5,,2.0,0.0,15.6,
及川佑加,2021-11,GSS東京サンビームズ,18,11,6,3,17,71,17,5,23.9,16.9,0,0,0,10,52,1,6,9,0,0,0,28,,1.0,0.59,3.4,
及川佑加,2021-12,GSS東京サンビームズ,18,1,6,0,7,29,9,3,31.0,20.7,0,0,0,1,21,0,1,1,3,3,0,10,,1.29,0.14,0.0,100.0
及川佑加,2022-01,GSS東京サンビームズ,18,0,3,0,3,11,2,1,18.2,9.1,0,0,0,5,9,0,0,3,2,2,0,7,,0.67,1.67,8.3,100.0
古市彩音,2021-10,群馬銀行グリーンウイングス,6,6,0,2,2,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,,0.5,0.0,0.0,
古市彩音,2021-11,群馬銀行グリーンウイングス,6,12,4,4,14,22,8,1,36.4,31.8,0,0,0,6,38,2,1,5,1,0,0,16,,0.57,0.43,7.9,0.0
古市彩音,2021-12,群馬銀行グリーンウイングス,6,3,0,1,3,7,4,0,57.1,57.1,0,0,0,2,16,0,0,3,0,0,0,6,,1.33,0.67,4.7,
古市彩音,2022-01,群馬銀行グリーンウイングス,6,11,6,3,8,10,5,1,50.0,40.0,0,0,0,1,13,1,0,4,0,0,0,7,,0.62,0.12,15.4,
古市彩音,2022-02,群馬銀行グリーンウイングス,6,3,1,1,3,4,2,0,50.0,50.0,0,0,0,0,9,1,1,0,0,0,0,3,,0.67,0.0,8.3,
吉岡みなみ,2021-10,群馬銀行グリーンウイングス,2,6,0,2,5,0,0,0,,,0,0,0,0,0,0,0,0,13,5,4,0,,0.0,0.0,,53.8
吉岡みなみ,2021-11,群馬銀行グリーンウイングス,2,12,4,4,7,0,0,0,,,0,0,0,0,0,0,0,0,23,13,5,0,,0.0,0.0,,67.4
吉岡みなみ,2021-12,群馬銀行グリーンウイングス,2,3,0,1,3,0,0,0,,,0,0,0,0,0,0,0,0,11,5,5,0,,0.0,0.0,,68.2
吉岡みなみ,2022-01,群馬銀行グリーンウイングス,2,11,6,3,7,0,0,0,,,0,0,0,0,0,0,0,0,24,8,7,0,,0.0,0.0,,47.9
吉岡みなみ,2022-02,群馬銀行グリーンウイングス,2,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田奈未,2021-10,千葉エンゼルクロス,12,0,6,0,5,37,11,4,29.7,18.9,0,0,0,0,6,0,0,2,25,6,9,11,,2.2,0.0,8.3,42.0
吉田奈未,2021-11,千葉エンゼルクロス,12,8,12,2,20,193,70,7,36.3,32.6,3,1,1,1,48,2,2,15,131,60,32,73,33.3,3.5,0.05,10.9,58.0
吉田奈未,2021-12,千葉エンゼルクロス,12,2,3,0,5,53,14,1,26.4,24.5,0,0,0,0,13,0,0,3,13,4,3,14,,2.8,0.0,5.8,42.3
吉田奈未,2022-01,千葉エンゼルクロス,12,9,2,3,11,121,58,6,47.9,43.0,1,0,0,2,40,3,2,7,64,27,16,63,0.0,5.27,0.18,10.6,54.7
名原寧音,2021-10,千葉エンゼルクロス,16,0,6,0,5,3,1,0,33.3,33.3,0,0,0,0,4,0,0,2,0,0,0,1,,0.2,0.0,12.5,
名原寧音,2021-11,千葉エンゼルクロス,16,8,12,2,12,0,0,0,,,0,0,0,0,19,1,0,5,0,0,0,1,,0.0,0.0,11.8,
名原寧音,2021-12,千葉エンゼルクロス,16,2,3,0,3,0,0,0,,,0,0,0,0,7,0,1,0,0,0,0,0,,0.0,0.0,-3.6,
名原寧音,2022-01,千葉エンゼルクロス,16,9,2,3,6,0,0,0,,,0,0,0,0,12,0,0,3,0,0,0,0,,0.0,0.0,6.2,
向井沙樹,2021-11,フォレストリーヴズ熊本,6,4,12,0,7,4,1,0,25.0,25.0,0,0,0,0,10,0,1,3,0,0,0,1,,0.14,0.0,5.0,
向井沙樹,2022-01,フォレストリーヴズ熊本,6,3,15,0,9,3,1,0,33.3,33.3,0,0,0,0,16,0,1,2,1,0,0,1,,0.11,0.0,1.6,0.0
君島彩,2021-10,千葉エンゼルクロス,6,0,6,0,1,7,2,0,28.6,28.6,0,0,0,0,2,0,0,0,0,0,0,2,,2.0,0.0,0.0,
君島彩,2021-11,千葉エンゼルクロス,6,8,12,2,1,4,1,0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,1,,1.0,0.0,0.0,
君島彩,2021-12,千葉エンゼルクロス,6,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
君島彩,2022-01,千葉エンゼルクロス,6,9,2,3,1,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,2,,2.0,0.0,,
和多千里,2021-11,フォレストリーヴズ熊本,10,5,18,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
和多千里,2021-12,フォレストリーヴズ熊本,10,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
和多千里,2022-01,フォレストリーヴズ熊本,10,3,15,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
和田法子,2021-11,フォレストリーヴズ熊本,16,5,18,0,23,112,40,10,35.7,26.8,0,0,0,3,87,2,6,29,9,4,0,45,,1.74,0.13,8.9,44.4
和田法子,2021-12,フォレストリーヴズ熊本,16,0,3,0,3,17,8,0,47.1,47.1,0,0,0,1,6,0,0,2,2,2,0,9,,2.67,0.33,8.3,100.0
和田法子,2022-01,フォレストリーヴズ熊本,16,3,15,0,18,127,43,8,33.9,27.6,0,0,0,2,61,2,4,21,12,2,5,47,,2.39,0.11,10.2,37.5
唐川愛璃,2021-10,JAぎふリオレーナ,17,4,4,1,8,0,0,0,,,0,0,0,1,22,1,4,3,0,0,0,2,,0.0,0.12,3.4,
唐川愛璃,2021-11,JAぎふリオレーナ,17,13,12,3,25,7,1,0,14.3,14.3,0,0,0,0,71,1,8,21,2,0,0,2,,0.04,0.0,6.0,0.0
唐川愛璃,2021-12,JAぎふリオレーナ,17,4,5,1,9,2,0,0,0.0,0.0,0,0,0,2,25,1,1,7,0,0,0,3,,0.0,0.22,10.0,
土岡真央,2021-11,大野石油広島オイラーズ,17,10,11,2,21,0,0,0,,,0,0,0,0,0,0,0,0,55,28,7,0,,0.0,0.0,,57.3
土岡真央,2021-12,大野石油広島オイラーズ,17,0,3,0,3,0,0,0,,,0,0,0,0,0,0,0,0,3,2,0,0,,0.0,0.0,,66.7
土岡真央,2022-01,大野石油広島オイラーズ,17,0,6,0,6,0,0,0,,,0,0,0,0,0,0,0,0,7,2,2,0,,0.0,0.0,,42.9
土岡真央,2022-02,大野石油広島オイラーズ,17,1,6,0,7,0,0,0,,,0,0,0,0,0,0,0,0,26,11,8,0,,0.0,0.0,,57.7
坂口莉乃,2021-11,大野石油広島オイラーズ,7,10,11,2,21,4,2,0,50.0,50.0,0,0,0,1,87,2,5,26,2,0,2,5,,0.1,0.05,8.3,50.0
坂口莉乃,2021-12,大野石油広島オイラーズ,7,0,3,0,3,2,0,0,0.0,0.0,0,0,0,0,8,0,0,2,0,0,0,0,,0.0,0.0,6.2,
坂口莉乃,2022-01,大野石油広島オイラーズ,7,0,6,0,6,2,0,0,0.0,0.0,0,0,0,0,21,1,1,7,0,0,0,1,,0.0,0.0,11.9,
坂口莉乃,2022-02,大野石油広島オイラーズ,7,1,6,0,7,0,0,0,,,0,0,0,0,20,1,0,6,1,0,0,1,,0.0,0.0,12.5,0.0
坂垣内里佳,2021-10,GSS東京サンビームズ,9,0,3,0,2,12,2,3,16.7,-8.3,0,0,0,0,2,0,0,1,0,0,0,2,,1.0,0.0,12.5,
坂垣内里佳,2021-11,GSS東京サンビームズ,9,2,3,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
増田美久,2021-11,大野石油広島オイラーズ,4,10,11,2,21,94,30,11,31.9,20.2,1,0,0,15,58,1,3,12,3,2,0,46,0.0,1.43,0.71,5.6,66.7
増田美久,2021-12,大野石油広島オイラーズ,4,0,3,0,3,13,2,1,15.4,7.7,0,0,0,2,12,2,0,5,2,2,0,6,,0.67,0.67,27.1,100.0
増田美久,2022-01,大野石油広島オイラーズ,4,0,6,0,6,33,5,2,15.2,9.1,0,0,0,3,19,1,1,6,8,5,1,9,,0.83,0.5,11.8,68.8
増田美久,2022-02,大野石油広島オイラーズ,4,1,6,0,7,34,8,0,23.5,23.5,0,0,0,0,17,0,0,5,0,0,0,8,,1.14,0.0,7.4,
大西真咲,2021-11,大野石油広島オイラーズ,2,10,11,2,19,192,52,8,27.1,22.9,5,1,0,3,55,0,2,17,105,55,23,55,20.0,2.74,0.16,6.8,63.3
大西真咲,2021-12,大野石油広島オイラーズ,2,0,3,0,3,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0,4,3,0,0,0.0,0.0,0.0,,75.0
大西真咲,2022-01,大野石油広島オイラーズ,2,0,6,0,6,46,19,2,41.3,37.0,0,0,0,1,10,0,1,2,34,18,12,20,,3.17,0.17,2.5,70.6
大西真咲,2022-02,大野石油広島オイラーズ,2,1,6,0,7,85,22,4,25.9,21.2,0,0,0,0,15,0,0,4,42,20,14,22,,3.14,0.0,6.7,64.3
大谷芽衣,2021-11,フォレストリーヴズ熊本,14,5,18,0,23,101,27,5,26.7,21.8,1,1,0,0,89,3,2,30,128,45,31,30,100.0,1.17,0.0,11.2,47.3
大谷芽衣,2021-12,フォレストリーヴズ熊本,14,0,3,0,3,20,4,4,20.0,0.0,0,0,0,0,13,2,0,2,45,20,12,6,,1.33,0.0,19.2,57.8
大谷芽衣,2022-01,フォレストリーヴズ熊本,14,3,15,0,18,132,28,10,21.2,13.6,0,0,0,2,66,2,3,16,156,62,27,32,,1.56,0.11,8.0,48.4
大貫菜生,2021-10,リガーレ仙台,7,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大貫菜生,2021-11,リガーレ仙台,7,4,6,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大貫菜生,2021-12,リガーレ仙台,7,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大貫菜生,2022-01,リガーレ仙台,7,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大貫菜生,2022-02,リガーレ仙台,7,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
安福若菜,2021-10,群馬銀行グリーンウイングス,16,6,0,2,6,26,12,0,46.2,46.2,0,0,0,5,15,0,0,2,0,0,0,17,,2.0,0.83,3.3,
安福若菜,2021-11,群馬銀行グリーンウイングス,16,12,4,4,16,76,27,7,35.5,26.3,0,0,0,6,49,0,2,5,3,0,3,33,,1.69,0.38,1.5,50.0
安福若菜,2021-12,群馬銀行グリーンウイングス,16,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
安福若菜,2022-01,群馬銀行グリーンウイングス,16,11,6,3,9,35,11,2,31.4,25.7,0,0,0,1,28,0,0,1,3,1,0,12,,1.22,0.11,0.9,33.3
安福若菜,2022-02,群馬銀行グリーンウイングス,16,3,1,1,4,9,2,0,22.2,22.2,0,0,0,3,14,1,0,0,3,2,0,6,,0.5,0.75,7.1,66.7
宮井遥,2021-10,JAぎふリオレーナ,6,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
