名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤菜々美,プレステージ・インターナショナルアランマーレ,18,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤萌々華,大野石油広島オイラーズ,9,0,3,0,2,23,7,3,30.4,17.4,0,0,0,0,7,0,0,3,11,2,3,7,,3.5,0.0,10.7,31.8
入江彩水,フォレストリーヴズ熊本,12,8,39,0,47,320,119,19,37.2,31.2,3,1,0,9,153,6,14,38,10,6,1,134,33.3,2.53,0.19,7.8,65.0
前田美紅,プレステージ・インターナショナルアランマーレ,2,25,11,7,34,230,72,12,31.3,26.1,14,3,1,5,90,3,7,24,184,76,47,80,21.4,2.12,0.15,8.1,54.1
加藤優奈,リガーレ仙台,9,14,19,4,33,47,14,2,29.8,25.5,0,0,0,1,129,0,6,25,1,0,0,15,,0.42,0.03,3.7,0.0
加藤彩夏,リガーレ仙台,13,10,7,3,3,8,2,0,25.0,25.0,0,0,0,1,7,0,0,2,8,5,0,3,,0.67,0.33,7.1,62.5
勝呂詩保,GSS東京サンビームズ,17,14,21,3,17,76,28,12,36.8,21.1,5,3,1,1,19,0,1,5,42,15,8,29,60.0,1.65,0.06,5.3,45.2
勝見咲子,GSS東京サンビームズ,6,16,19,4,25,294,66,23,22.4,14.6,19,5,4,9,75,1,4,21,97,40,20,76,26.3,2.64,0.36,7.0,51.5
原田栞里,プレステージ・インターナショナルアランマーレ,13,37,13,11,43,322,106,19,32.9,27.0,20,5,0,16,129,2,8,35,228,82,54,124,25.0,2.47,0.37,6.8,47.8
及川佑加,GSS東京サンビームズ,18,17,22,4,34,137,40,10,29.2,21.9,0,0,0,19,111,2,10,22,6,5,0,61,,1.18,0.56,4.5,83.3
古市彩音,群馬銀行グリーンウイングス,6,38,11,12,31,45,20,2,44.4,40.0,0,0,0,9,77,4,2,12,1,0,0,33,,0.65,0.29,8.4,0.0
吉岡みなみ,群馬銀行グリーンウイングス,2,38,11,12,22,0,0,0,,,0,0,0,0,0,0,0,0,71,31,21,0,,0.0,0.0,,58.5
吉田奈未,千葉エンゼルクロス,12,20,26,5,45,449,168,20,37.4,33.0,4,1,1,3,120,5,5,29,246,100,67,176,25.0,3.73,0.07,9.2,54.3
名原寧音,千葉エンゼルクロス,16,20,26,5,30,3,1,0,33.3,33.3,0,0,0,0,47,1,1,10,0,0,0,2,,0.03,0.0,6.9,
向井沙樹,フォレストリーヴズ熊本,6,7,30,0,17,7,2,0,28.6,28.6,0,0,0,0,26,0,2,5,1,0,0,2,,0.12,0.0,2.9,0.0
君島彩,千葉エンゼルクロス,6,20,26,5,3,13,5,0,38.5,38.5,0,0,0,0,3,0,0,0,0,0,0,5,,1.67,0.0,0.0,
和多千里,フォレストリーヴズ熊本,10,8,39,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
和田法子,フォレストリーヴズ熊本,16,8,39,0,47,279,98,19,35.1,28.3,0,0,0,7,163,5,12,52,23,8,5,110,,2.09,0.15,9.2,45.7
唐川愛璃,JAぎふリオレーナ,17,21,21,5,42,9,1,0,11.1,11.1,0,0,0,3,118,3,13,31,2,0,0,7,,0.02,0.07,6.4,0.0
土岡真央,大野石油広島オイラーズ,17,11,29,2,40,0,0,0,,,0,0,0,0,0,0,0,0,94,45,17,0,,0.0,0.0,,56.9
坂口莉乃,大野石油広島オイラーズ,7,11,29,2,40,9,3,0,33.3,33.3,0,0,0,1,144,4,6,42,3,0,2,8,,0.08,0.02,9.0,33.3
坂垣内里佳,GSS東京サンビームズ,9,2,6,0,3,12,2,3,16.7,-8.3,0,0,0,0,3,0,0,1,0,0,0,2,,0.67,0.0,8.3,
増田美久,大野石油広島オイラーズ,4,11,29,2,40,187,47,16,25.1,16.6,1,0,0,21,113,4,4,30,14,9,1,72,0.0,1.18,0.52,9.3,67.9
大西真咲,大野石油広島オイラーズ,2,11,29,2,38,354,104,15,29.4,25.1,6,1,0,4,86,0,3,23,214,112,55,108,16.7,2.74,0.11,5.8,65.2
大谷瑞季,ブレス浜松,18,3,3,1,4,3,2,0,66.7,66.7,1,1,0,0,2,0,1,0,13,9,1,2,100.0,0.5,0.0,-12.5,73.1
大谷芽衣,フォレストリーヴズ熊本,14,8,39,0,47,260,60,21,23.1,15.0,1,1,0,2,174,7,5,48,361,142,76,69,100.0,1.28,0.04,10.2,49.9
大貫菜生,リガーレ仙台,7,14,19,4,2,9,2,0,22.2,22.2,0,0,0,1,1,0,0,0,0,0,0,3,,1.0,0.5,0.0,
安福若菜,群馬銀行グリーンウイングス,16,38,11,12,38,159,57,10,35.8,29.6,0,0,0,16,114,1,2,9,11,4,3,74,,1.5,0.42,2.4,50.0
宮井遥,JAぎふリオレーナ,6,21,21,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,プレステージ・インターナショナルアランマーレ,6,37,13,11,42,228,68,15,29.8,23.2,26,8,6,15,68,1,7,19,1,1,0,84,30.8,1.62,0.36,5.9,100.0
宮澤千陽,大野石油広島オイラーズ,3,11,29,2,8,0,0,0,,,0,0,0,0,11,0,1,4,0,0,0,0,,0.0,0.0,6.8,
宮田あかり,リガーレ仙台,3,14,19,4,30,287,120,22,41.8,34.1,1,0,0,21,118,3,4,27,7,2,1,144,0.0,4.0,0.7,7.4,35.7
富澤結花,ルートインホテルズブリリアントアリーズ,19,35,18,11,35,290,114,14,39.3,34.5,21,5,4,6,109,1,5,32,182,92,45,121,23.8,3.26,0.17,7.1,62.9
寺坂茜,群馬銀行グリーンウイングス,7,38,11,12,13,46,17,0,37.0,37.0,0,0,0,3,9,0,1,5,4,3,0,20,,1.31,0.23,11.1,75.0
小川祐奈,ブレス浜松,11,22,22,5,21,58,19,5,32.8,24.1,11,5,1,1,31,0,6,11,0,0,0,20,45.5,0.9,0.05,4.0,
小松泉穂,リガーレ仙台,2,14,19,4,5,0,0,0,,,0,0,0,0,3,0,2,0,1,0,0,0,,0.0,0.0,-16.7,0.0
小林知加,群馬銀行グリーンウイングス,12,38,11,12,25,8,1,1,12.5,0.0,0,0,0,0,40,3,5,9,3,1,1,4,,0.04,0.0,10.0,50.0
小泉海藍,GSS東京サンビームズ,22,17,22,4,20,138,33,14,23.9,13.8,2,0,0,6,64,3,5,12,54,12,15,42,0.0,1.65,0.3,7.4,36.1
小澤史苑,リガーレ仙台,4,14,19,4,33,289,85,14,29.4,24.6,1,0,0,6,99,2,4,17,232,109,45,93,0.0,2.58,0.18,5.3,56.7
小茂田夏海,ルートインホテルズブリリアントアリーズ,17,35,18,11,53,266,101,18,38.0,31.2,1,0,0,27,212,7,9,49,9,4,4,135,0.0,1.91,0.51,8.0,66.7
小野山博子,プレステージ・インターナショナルアランマーレ,20,3,1,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
尾花佳甫,プレステージ・インターナショナルアランマーレ,11,37,13,11,8,15,7,1,46.7,40.0,0,0,0,1,16,0,0,5,0,0,0,8,,0.88,0.12,7.8,
山内佑里子,大野石油広島オイラーズ,10,11,29,2,29,97,27,5,27.8,22.7,0,0,0,4,46,2,1,9,55,19,12,33,,0.93,0.14,8.7,45.5
山口真季,ルートインホテルズブリリアントアリーズ,7,35,18,11,30,186,74,12,39.8,33.3,0,0,0,20,90,2,6,24,0,0,0,96,,2.47,0.67,7.2,
山本実奈,ブレス浜松,9,19,16,5,21,185,53,10,28.6,23.2,8,2,2,4,49,2,8,9,154,85,18,59,25.0,2.52,0.19,4.6,61.0
山本紗貴,GSS東京サンビームズ,27,6,8,2,8,17,4,2,23.5,11.8,0,0,0,1,21,1,1,5,0,0,0,6,,0.5,0.12,9.5,
山本裕香,JAぎふリオレーナ,5,21,21,5,20,96,27,11,28.1,16.7,2,0,1,2,15,1,1,6,48,24,7,30,0.0,1.35,0.1,15.0,57.3
山村涼香,ルートインホテルズブリリアントアリーズ,12,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岡村真衣,千葉エンゼルクロス,9,20,26,5,45,23,8,1,34.8,30.4,1,0,0,2,167,2,4,31,0,0,0,12,0.0,0.18,0.04,5.2,
岡部美優,千葉エンゼルクロス,2,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本周加,ルートインホテルズブリリアントアリーズ,18,35,18,11,27,114,41,9,36.0,28.1,0,0,0,10,84,1,6,24,1,1,0,52,,1.52,0.37,6.5,100.0
岩永明奈,JAぎふリオレーナ,8,12,13,3,3,0,0,0,,,0,0,0,1,2,0,0,0,0,0,0,1,,0.0,0.33,0.0,
島原玖南,ブレス浜松,1,25,25,6,50,51,21,1,41.2,39.2,1,0,0,10,181,8,11,49,1,0,0,39,0.0,0.42,0.2,9.7,0.0
島田櫻子,大野石油広島オイラーズ,1,9,8,2,15,180,67,11,37.2,31.1,2,0,1,6,54,3,2,9,112,59,26,76,0.0,4.47,0.4,8.8,64.3
川口美久,フォレストリーヴズ熊本,3,8,39,0,47,574,151,35,26.3,20.2,48,8,5,3,179,2,6,45,161,62,35,156,16.7,3.21,0.06,6.6,49.4
川瀬ちあき,大野石油広島オイラーズ,6,11,29,2,27,224,71,16,31.7,24.6,12,4,2,2,51,0,12,9,86,30,17,73,33.3,2.63,0.07,-1.5,44.8
工藤綾乃,GSS東京サンビームズ,23,4,7,1,4,0,0,0,,,0,0,0,0,3,0,0,2,1,1,0,0,,0.0,0.0,16.7,100.0
平井裕菜,ブレス浜松,7,25,25,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平原果歩,ルートインホテルズブリリアントアリーズ,11,35,18,11,18,93,28,5,30.1,24.7,3,0,0,1,38,2,5,10,61,25,17,31,0.0,1.56,0.06,8.6,54.9
平岩沙紀,GSS東京サンビームズ,4,14,24,3,36,0,0,0,,,0,0,0,0,0,0,0,0,110,65,24,0,,0.0,0.0,,70.0
平野七菜,ルートインホテルズブリリアントアリーズ,15,35,18,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
張心穆意,GSS東京サンビームズ,21,17,25,4,40,403,165,20,40.9,36.0,0,0,0,16,107,3,5,26,0,0,0,184,,4.12,0.4,7.7,
投野ひかる,プレステージ・インターナショナルアランマーレ,5,37,13,11,47,18,7,1,38.9,33.3,0,0,0,3,164,11,6,46,0,0,0,21,,0.15,0.06,12.8,
播磨若奈,ブレス浜松,3,13,21,2,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
新井祥,群馬銀行グリーンウイングス,10,38,11,12,49,401,113,15,28.2,24.4,33,4,3,4,213,12,8,52,305,147,81,129,12.1,2.31,0.08,10.8,61.5
新谷杏奈,フォレストリーヴズ熊本,1,3,18,0,1,3,1,0,33.3,33.3,0,0,0,0,4,0,0,0,0,0,0,1,,1.0,0.0,0.0,
有川由季乃,GSS東京サンビームズ,3,14,24,3,35,2,1,0,50.0,50.0,0,0,0,0,44,1,0,8,76,26,17,2,,0.03,0.0,6.8,45.4
有村涼美,プレステージ・インターナショナルアランマーレ,17,4,3,1,1,6,0,1,0.0,-16.7,0,0,0,0,1,0,0,0,4,2,0,0,,0.0,0.0,0.0,50.0
木村友里,プレステージ・インターナショナルアランマーレ,3,37,13,11,47,409,124,22,30.3,24.9,26,4,4,3,168,5,4,41,306,154,71,132,15.4,2.64,0.06,8.5,61.9
末永真由,リガーレ仙台,11,14,19,4,33,352,111,16,31.5,27.0,0,0,0,7,129,1,5,39,39,11,5,119,,3.36,0.21,7.4,34.6
本間有貴,GSS東京サンビームズ,12,1,9,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本間真樹子,JAぎふリオレーナ,9,21,21,5,41,141,39,2,27.7,26.2,0,0,0,9,144,4,5,19,9,6,2,52,,0.95,0.22,5.2,77.8
杉浦文香,リガーレ仙台,1,14,19,4,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
村山美佳,ルートインホテルズブリリアントアリーズ,14,35,18,11,52,589,212,40,36.0,29.2,108,29,11,22,187,11,33,47,11,4,3,245,26.9,4.08,0.42,7.8,50.0
松原南,千葉エンゼルクロス,21,20,26,5,27,111,42,3,37.8,35.1,0,0,0,0,5,0,0,1,53,16,17,42,,1.56,0.0,5.0,46.2
松尾奈津子,群馬銀行グリーンウイングス,15,38,11,12,29,10,4,0,40.0,40.0,0,0,0,2,68,0,7,14,0,0,0,6,,0.14,0.07,2.6,
松尾由紀子,GSS東京サンビームズ,20,17,25,4,30,2,1,0,50.0,50.0,0,0,0,0,71,1,3,14,1,0,0,2,,0.03,0.0,5.3,0.0
松川美咲,ブレス浜松,6,25,25,6,50,0,0,0,,,0,0,0,0,0,0,0,0,171,123,27,0,,0.0,0.0,,79.8
松永海夢,大野石油広島オイラーズ,11,11,26,2,16,0,0,0,,,0,0,0,0,11,0,0,3,20,9,4,0,,0.0,0.0,6.8,55.0
松浦未波,GSS東京サンビームズ,2,3,7,1,10,2,0,1,0.0,-50.0,0,0,0,0,35,0,3,11,0,0,0,0,,0.0,0.0,5.7,
林美鈴,フォレストリーヴズ熊本,8,8,39,0,13,0,0,0,,,0,0,0,0,14,0,2,1,12,5,3,0,,0.0,0.0,-1.8,54.2
柳沢紫子,プレステージ・インターナショナルアランマーレ,10,37,13,11,11,34,14,1,41.2,38.2,4,1,0,1,15,1,1,4,1,0,0,16,25.0,1.27,0.09,11.7,0.0
柳沼優花,JAぎふリオレーナ,19,21,21,5,42,433,128,23,29.6,24.2,20,3,3,10,144,5,27,36,611,313,121,143,15.0,3.05,0.24,5.0,61.1
栗栖留生,群馬銀行グリーンウイングス,14,38,11,12,37,0,0,0,,,0,0,0,0,1,0,0,1,131,61,34,0,,0.0,0.0,25.0,59.5
梅田莉樹子,JAぎふリオレーナ,3,21,21,5,35,197,62,9,31.5,26.9,33,6,4,3,85,4,10,33,2,0,1,69,18.2,1.77,0.09,11.5,25.0
森木かれん,ブレス浜松,19,3,3,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森田実夢,千葉エンゼルクロス,8,20,26,5,4,13,4,0,30.8,30.8,0,0,0,1,4,0,1,0,3,0,1,5,,1.0,0.25,-6.2,16.7
森田紫,千葉エンゼルクロス,5,20,26,5,46,282,95,13,33.7,29.1,1,0,0,6,140,5,6,37,3,3,0,106,0.0,2.07,0.13,9.1,100.0
槇森有香,GSS東京サンビームズ,19,3,1,1,3,0,0,0,,,0,0,0,0,5,0,1,0,2,2,0,0,,0.0,0.0,-5.0,100.0
横田実穂,ルートインホテルズブリリアントアリーズ,16,35,18,11,53,55,26,2,47.3,43.6,1,1,0,9,213,14,15,66,1,1,0,49,100.0,0.49,0.17,12.6,100.0
櫻田桃奈,GSS東京サンビームズ,13,17,25,4,12,51,19,3,37.3,31.4,0,0,0,2,17,0,3,3,45,16,14,21,,1.58,0.17,0.0,51.1
水上真悠子,ブレス浜松,21,25,25,6,49,554,165,28,29.8,24.7,56,22,1,13,204,10,15,77,456,250,99,188,39.3,3.37,0.27,12.5,65.7
水谷真友,ルートインホテルズブリリアントアリーズ,3,35,18,11,33,0,0,0,,,0,0,0,0,0,0,0,0,128,79,27,0,,0.0,0.0,,72.3
江川優貴,リガーレ仙台,12,14,19,4,24,223,66,12,29.6,24.2,7,1,1,1,73,1,9,17,7,2,2,68,14.3,2.75,0.04,4.1,42.9
河合桃香,フォレストリーヴズ熊本,9,8,39,0,42,0,0,0,,,0,0,0,0,0,0,0,0,109,46,22,0,,0.0,0.0,,52.3
浅野奈菜,ブレス浜松,13,25,25,6,50,272,113,11,41.5,37.5,0,0,0,7,175,15,18,60,11,6,1,135,,2.26,0.14,14.6,59.1
浜田栞,JAぎふリオレーナ,18,21,21,5,40,205,83,10,40.5,35.6,0,0,0,9,123,8,7,38,24,9,3,100,,2.08,0.22,12.8,43.8
浦井きらり,大野石油広島オイラーズ,14,0,3,0,1,3,1,0,33.3,33.3,0,0,0,0,1,0,1,0,2,1,1,1,,1.0,0.0,-25.0,75.0
清和真奈美,リガーレ仙台,6,14,19,4,31,121,31,7,25.6,19.8,1,0,0,2,106,6,5,29,168,92,32,39,0.0,1.0,0.06,11.3,64.3
清水愛,群馬銀行グリーンウイングス,13,21,4,7,4,3,1,0,33.3,33.3,0,0,0,0,8,1,1,3,0,0,0,2,,0.25,0.0,18.8,
渡邉優,リガーレ仙台,10,14,19,4,18,123,40,13,32.5,22.0,1,0,0,0,42,0,8,7,57,19,13,40,0.0,2.22,0.0,-0.6,44.7
溝口由利香,プレステージ・インターナショナルアランマーレ,15,22,5,7,27,0,0,0,,,0,0,0,0,0,0,0,0,104,52,17,0,,0.0,0.0,,58.2
濱田彩佳,大野石油広島オイラーズ,18,11,29,2,31,266,72,17,27.1,20.7,4,0,0,2,102,4,1,22,168,64,37,78,0.0,2.32,0.06,9.1,49.1
牛頭七海,大野石油広島オイラーズ,8,10,26,2,33,168,49,12,29.2,22.0,0,0,0,23,101,1,4,25,25,19,4,73,,1.48,0.7,6.2,84.0
田中瑠奈,群馬銀行グリーンウイングス,5,38,11,12,47,612,213,46,34.8,27.3,48,9,7,11,204,21,8,64,6,3,1,245,18.8,4.53,0.23,17.2,58.3
田中美紅,ルートインホテルズブリリアントアリーズ,13,35,18,11,15,0,0,0,,,0,0,0,0,0,0,0,0,14,8,3,0,,0.0,0.0,,67.9
畠山初音,GSS東京サンビームズ,26,17,25,4,34,0,0,0,,,0,0,0,0,0,0,0,0,19,11,3,0,,0.0,0.0,,65.8
白岩蘭奈,フォレストリーヴズ熊本,15,8,39,0,46,653,221,48,33.8,26.5,90,23,10,20,138,7,19,38,335,140,78,248,25.6,4.8,0.43,8.5,53.4
皆川莉乃,JAぎふリオレーナ,4,21,21,5,17,31,9,0,29.0,29.0,0,0,0,1,37,1,7,7,0,0,0,11,,0.53,0.06,2.7,
目加田莉央,JAぎふリオレーナ,16,21,21,5,39,0,0,0,,,0,0,0,0,0,0,0,0,135,74,34,0,,0.0,0.0,,67.4
石川綾菜,千葉エンゼルクロス,4,19,23,5,34,354,112,31,31.6,22.9,10,3,2,5,66,1,12,12,173,54,40,118,30.0,3.29,0.15,1.5,42.8
石盛めるも,プレステージ・インターナショナルアランマーレ,12,37,13,11,47,9,4,0,44.4,44.4,0,0,0,2,90,1,6,32,1,0,0,7,,0.09,0.04,8.3,0.0
色摩知巳,GSS東京サンビームズ,5,17,25,4,39,369,120,7,32.5,30.6,7,2,0,7,108,2,3,26,84,31,19,129,28.6,3.08,0.18,7.2,48.2
若泉佳穂,ブレス浜松,20,7,6,2,12,114,36,9,31.6,23.7,24,2,4,3,40,5,2,8,1,0,0,44,8.3,3.0,0.25,16.2,0.0
草島華穂,プレステージ・インターナショナルアランマーレ,9,37,13,11,15,31,9,2,29.0,22.6,3,0,0,0,24,3,5,6,23,11,2,12,0.0,0.6,0.0,13.5,52.2
荒木里緒,ブレス浜松,8,25,25,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
菅原里奈,プレステージ・インターナショナルアランマーレ,4,37,13,11,50,201,73,11,36.3,30.8,0,0,0,43,145,5,2,47,9,5,0,121,,1.46,0.86,11.2,55.6
菊地実結,群馬銀行グリーンウイングス,3,17,7,5,17,86,36,4,41.9,37.2,0,0,0,3,61,3,0,21,5,4,0,42,,2.12,0.18,13.5,80.0
菊地零,GSS東京サンビームズ,10,17,25,4,33,45,16,5,35.6,24.4,1,0,0,2,89,5,3,19,1,0,0,23,0.0,0.48,0.06,10.1,0.0
萩原透海,フォレストリーヴズ熊本,7,8,39,0,42,16,6,0,37.5,37.5,0,0,0,6,88,2,5,16,0,0,0,14,,0.14,0.14,5.4,
藤井寧々,群馬銀行グリーンウイングス,9,17,7,5,3,1,0,0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
藤原ちひろ,ブレス浜松,14,25,25,6,50,217,70,10,32.3,27.6,1,0,0,25,122,5,3,15,5,3,0,100,0.0,1.4,0.5,6.6,60.0
藤原愛,群馬銀行グリーンウイングス,18,21,4,7,12,1,0,0,0.0,0.0,0,0,0,0,19,0,2,1,0,0,0,0,,0.0,0.0,-1.3,
西條華子,GSS東京サンビームズ,16,17,25,4,38,248,89,10,35.9,31.9,1,1,0,25,126,4,9,14,347,173,85,118,100.0,2.34,0.66,4.2,62.1
財津響輝,フォレストリーヴズ熊本,2,4,12,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
賀谷明日光,GSS東京サンビームズ,25,8,5,2,5,21,6,0,28.6,28.6,0,0,0,1,15,0,0,7,0,0,0,7,,1.2,0.2,11.7,
足袋井愉環,大野石油広島オイラーズ,13,11,26,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
野上菜月,ルートインホテルズブリリアントアリーズ,9,35,18,11,23,14,3,2,21.4,7.1,2,0,0,1,20,1,0,9,141,63,37,5,0.0,0.13,0.04,16.2,57.8
野嶋華鈴,ルートインホテルズブリリアントアリーズ,10,35,18,11,32,210,64,15,30.5,23.3,18,4,2,1,95,8,1,24,104,35,36,73,22.2,2.0,0.03,14.5,51.0
野毛かえで,JAぎふリオレーナ,12,4,5,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
鈴木沙彩,ブレス浜松,4,16,21,3,8,64,12,6,18.8,9.4,0,0,0,3,10,1,2,3,39,18,8,16,,1.5,0.38,12.5,56.4
長尾のどか,プレステージ・インターナショナルアランマーレ,14,37,13,11,25,0,0,0,,,0,0,0,0,0,0,0,0,88,40,19,0,,0.0,0.0,,56.2
関根友香,千葉エンゼルクロス,11,20,26,5,45,166,51,9,30.7,25.3,0,0,0,13,155,5,9,45,14,5,4,69,,1.13,0.29,9.0,50.0
駒田愛実,大野石油広島オイラーズ,12,11,29,2,24,228,70,13,30.7,25.0,2,0,1,4,70,6,5,23,71,32,11,80,0.0,2.92,0.17,15.0,52.8
高橋侑里,JAぎふリオレーナ,10,21,21,5,42,0,0,0,,,0,0,0,0,0,0,0,0,23,15,4,0,,0.0,0.0,,73.9
高橋愛未,ルートインホテルズブリリアントアリーズ,5,35,18,11,48,401,173,32,43.1,35.2,25,7,7,10,186,7,12,55,366,177,69,190,28.0,3.6,0.21,9.5,57.8
高石明美,JAぎふリオレーナ,1,21,21,5,42,596,180,41,30.2,23.3,90,31,10,10,139,7,15,34,13,4,2,197,34.4,4.29,0.24,8.5,38.5
高野唯,リガーレ仙台,8,14,19,4,23,147,45,5,30.6,27.2,0,0,0,5,51,2,5,7,94,40,16,52,,1.96,0.22,4.9,51.1
鶴ヶ崎佳寿葉,千葉エンゼルクロス,14,20,26,5,46,0,0,0,,,0,0,0,0,0,0,0,0,190,123,31,0,,0.0,0.0,,72.9
鶴田佳菜,千葉エンゼルクロス,19,20,26,5,46,505,148,27,29.3,24.0,12,2,2,10,166,3,5,50,106,37,29,161,16.7,3.22,0.22,8.6,48.6
黒田夢乃,千葉エンゼルクロス,3,20,26,5,42,0,0,0,,,0,0,0,0,51,2,2,11,66,23,18,2,,0.0,0.0,8.3,48.5
齊藤望,JAぎふリオレーナ,15,21,21,5,38,209,78,11,37.3,32.1,24,12,2,1,99,5,10,37,1,0,0,84,50.0,2.05,0.03,11.9,0.0
