名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
池田颯太,2022-04,VC長野トライデンツ,3,5,5,1,8,0,0,0,,,0,0,0,0,12,1,1,5,0,0,0,1,,0.0,0.0,16.7,
波佐間泰平,2022-04,VC長野トライデンツ,15,5,5,1,6,0,0,0,,,0,0,0,0,8,1,2,2,0,0,0,1,,0.0,0.0,12.5,
浅野卓雅,2022-04,富士通カワサキレッドスピリッツ,11,4,5,1,9,54,23,4,42.6,35.2,6,3,1,0,20,0,5,0,57,29,10,23,50.0,2.56,0.0,-6.2,59.6
浜田翔太,2022-04,ヴォレアス北海道,19,5,5,1,10,6,3,0,50.0,50.0,0,0,0,3,21,0,0,3,0,0,0,6,,0.3,0.3,3.6,
渡辺俊介,2022-04,ヴォレアス北海道,6,5,5,1,10,0,0,0,,,0,0,0,0,0,0,0,0,48,29,9,0,,0.0,0.0,,69.8
田城広光,2022-04,ヴォレアス北海道,23,5,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田城貴之,2022-04,ヴォレアス北海道,3,5,5,1,7,18,10,1,55.6,50.0,0,0,0,2,24,3,2,5,2,1,0,15,,1.43,0.29,15.6,50.0
矢貫龍馬,2022-04,VC長野トライデンツ,14,5,5,1,3,1,0,1,0.0,-100.0,0,0,0,0,2,0,1,0,2,1,0,0,,0.0,0.0,-12.5,50.0
秦俊介,2022-04,富士通カワサキレッドスピリッツ,21,4,5,1,8,2,1,1,50.0,0.0,0,0,0,0,10,1,5,0,0,0,0,2,,0.12,0.0,-2.5,
藤中颯志,2022-04,VC長野トライデンツ,11,5,5,1,10,0,0,0,,,0,0,0,0,0,0,0,0,48,21,12,0,,0.0,0.0,,56.2
藤原奨太,2022-04,大分三好ヴァイセアドラー,14,5,4,1,3,9,3,2,33.3,11.1,0,0,0,0,11,0,3,3,16,4,6,3,,1.0,0.0,0.0,43.8
角大樹,2022-04,富士通カワサキレッドスピリッツ,17,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷尻勝将,2022-04,ヴォレアス北海道,16,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷平拓海,2022-04,富士通カワサキレッドスピリッツ,14,4,5,1,9,46,25,4,54.3,45.7,7,4,2,1,41,3,8,10,80,41,16,29,57.1,2.78,0.11,8.5,61.2
越川優,2022-04,ヴォレアス北海道,7,5,5,1,10,52,23,6,44.2,32.7,4,2,0,1,39,2,14,12,61,28,15,26,50.0,2.3,0.1,3.8,58.2
酒井駿,2022-04,ヴォレアス北海道,17,5,5,1,1,3,1,1,33.3,0.0,0,0,0,0,1,0,0,0,5,0,4,1,,1.0,0.0,0.0,40.0
長谷山拓,2022-04,富士通カワサキレッドスピリッツ,18,4,5,1,9,2,0,0,0.0,0.0,0,0,0,3,32,3,4,2,0,0,0,6,,0.0,0.33,7.8,
関根ヒカル,2022-04,ヴォレアス北海道,5,5,5,1,4,5,2,0,40.0,40.0,0,0,0,0,4,0,1,1,0,0,0,2,,0.5,0.0,0.0,
須貝祐介,2022-04,VC長野トライデンツ,2,5,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
